,text,labels
595,Netiporn has one standing detention order on charges relating to a protest at the Ministry of Public Health on 13 July 2021 to call attention to the uneven distribution of Covid-19 vaccines. Lawyers are currently seeking bail for her.  (Photo by Ginger Cat)  http,1
596,@user @user @user @user @user There is literally no way you could actually believe a vaccine for Covid-19 would cause someone to cause a crash like this. If that’s the case I would suggest seeking mental help.,0
597,@user @user The Indians probably removed all the Dangerous stuff from covid-19 Vaccines,2
598,Audio of a RI Cardiologist confirming a Brown U Student Covid-19 Vax-Related Myopericarditis Case #vaccines #Myopericarditis #BrownUniv  http,1
599,@user @user Pay Attention: They are talking about COVID-19 vaccine 🙄🙄🙄 AND YES IT'S WRONG!!  OUR BODY OUR CHOICE!,0
600,Who Gave Approval for Third Dose of COVID-19 Vaccines in India? Centre Refuses to Answer.  👇   http,0
601,Birx Says COVID-19 Vaccines Were Never ‘Going to Protect Against Infection’  http,0
602,Adolescent COVID-19 vaccine study ‘very encouraging’ for hesitant parents  http,1
603,"@user @user @user @user ""Dr. Lourenco acknowledged that the current efficacy of the Covid-19 vaccine would not have passed the regulatory threshold ( 50%) that was required in order to initially approve the vaccine for use in Canada.""",1
604,"@user DeSantis appointed Joseph Ladapo, a vocal supporter of his COVID-19 policies, as Florida's surgeon general. Ladapo has a history of promoting unproven treatments against COVID-19, opposes COVID-19 vaccine requirements, and has questioned the safety of COVID-19 vaccines.",2
605,Twitter Threatened With Class-Action Lawsuit for Banning Doctor Over COVID-19 Vaccine Post  http via @user   Is Elon Musk aware of this?,2
606,Alberta Health Services has dropped its COVID-19 vaccine mandate as a condition for employment. An incentive for the unvaccinated or those who don't more boosters. Ontario should do the same. Repeal Bill 124.,2
607,"@user @user ""Jewish"" shills discussing how to force mandatory  Covid-19 vaccines for minors?",0
608,Vaccines for Covid-19 aren’t required in schools this fall  http,2
609,@user Protected from what? Tragic the data doesn't indicate that children are affected by Covid-19 but there is alarming evidence of serious side effects from the experimental drugs/so called vaccines!,0
610,"Today (6 August) Allcures Pharmacy in Grays is hosting a NHS pop-up clinic for the COVID-19 vaccine until 3pm.   Just turn up to this walk-in clinic for your 1st, 2nd or booster COVID-19 vaccine. This clinic is available every Saturday in August.   http  http",2
611,.@CedarsSinai imagine a hospital that prides itself on “ science” mandating all visitors to have proof of a Covid 19 plus booster vaccination to visit loved ones. All the while knowing the vaccine does not stop transmission. #science #CDC #BadDecisions,2
612,"#Bloomfield #jobs #hiring #opportunity @ CVS (Bloomfield, NJ) - COVID 19 Vaccine Support Pharmacist  http",1
613,"Si resides en JALPATAGUA y deseas vacunar a tus hijos, ya puedes acercarte a tu centro de salud más cercano. #COVID19 #vaccine #PREVENCIÓN  http",2
614,"“Pharmaceutical companies and government officials failed to ensure that pregnant people were included in the early development of the COVID-19 vaccine, a calamitous decision made amid the urgency of a rapidly spreading pandemic.”",0
615,"@user Dillon Quirke had heart problems for years, before the COVID-19 vaccines were invented. In 2018, Quirke took a break from hurling after he contracted viral myocarditis",0
616,"@user @user Think of what could have been done if the gullible hadn’t voted the clown in. We would have still had the growth and sustained it during the pandemic, because we would have put people over profits and prioritized the vaccine. And over a 1M people wouldn’t have died of Covid-19",1
617,"India registers 20,551 new COVID-19 cases, active cases decline to 1,35,364  #india #covid #omicronvariant #vaccination #vaccines #healthnews #healthcare  Read more at:  http",1
618,"Its 2022! There should be ZERO testing on animals!!! @user @user @user DO F’ING BETTER!!! #NoAnimalTesting   “All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say”   http",0
619,"With the right information at their fingertips, healthcare workers can better plan their COVID-19 vaccine rollout. Find out how Microsoft teamed up with UNICEF to better manage the process:   http  http",2
620,Then how did I know about it?  Liars.   EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021  http via @user,0
621,"Australia does NOT recommend Covid shot for healthy children 0-5 ! But Canada does!?!? Since the government lied about reasons for Covid policy, show us the study!  ATAGI recommendations on COVID-19 vaccine use in children aged 6 months to  http",0
622,SAHPRA confirms one death from Johnson &amp; Johnson COVID-19 vaccine  http,1
623,"TUCKER: COVID-19 Vaccines May 'Suppress' Immune System, Studies Show  http #Truththat",2
624,"Covid-19 : Seuls 11,46 % des Sénégalais ciblés vaccinés  http",2
625,"@user Hello Dr Doom, I just received an email about NOVAVAX COVID-19 VACCINE NOW AVAILABLE.  If you're vaxxed and double boosted, I'm high risk, should I get this? @user",0
626,"@user @user @user @user Read the article I shared. .„he waited until May 2021 to get his first COVID-19 vaccine, to align with and wait for the vaccination campaigns in Africa and other low-income countries.“",1
627,Harris County Public Health now administering COVID-19 Novavax vaccine  http,2
628,"Le ministre de la Santé François Braun a fait savoir ce 22 juillet que le gouvernement avait décidé de dire non à toute réintégration de soignants non vaccinés contre le Covid-19, expliquant se ranger derrière «l'avis des scientifiques».   http",0
629,"@user Liar. “According to the Council of the District of Columbia website, ""No student shall be admitted by a school unless the school has certification of Covid-19 immunization for that student or the student is exempted."" They can get an exemption. Like any other vaccine.",0
630,DC Schools Will Expel Students Who Choose Not to Get the COVID-19 Vaccine  http This seems suable to me.,1
631,Covid-19 vaccine: Japan approves Covaxin booster dose for travellers  http,2
632,"@user @user Most vaccines are proven to do something before they are mandated. Covid vaccines haven't really proven on any metric that they positively affect kids resistances to covid-19. In fact, if they work like others, then they actually weaken the kids immune systems for the first week.",0
633,■  http How to use it:  ▲ Select  ● COVID-19 MRNA VACCINE MODERNA (CX-024414) or ● COVID-19 MRNA VACCINE PFIZER-BIONTECH (TOZINAMERAN) or  ● COVID-19 VACCINE ASTRAZENECA (CHADOX1 NCOV-19) or  ● COVID-19 VACCINE JANSSEN (AD26.COV2.S)or,2
634,Vitamin D: Nature’s Natural Covid-19 “Vaccine” | Nature's Real Health  http,2
635,Covid-19: Conditional approval for Spikevax vaccine for aged 12 and above  http  http,2
636,No comment. Just read  and think. ATAGI recommendations on COVID-19 vaccine use in children aged 6 months to  http,1
637,Vanderbilt researchers take leadership role in COVID-19 vaccine development | Vanderbilt University  http,2
638,"Today, York Region is reporting 62 COVID-19 hospitalizations with 4 new admissions and 1 fatality.   89.2% of residents age 5+ have received at least one vaccine dose; 86.4% have been vaccinated with two doses.   Learn more at  http  http",1
639,"@user @user @user Did u actually read the article? ""A COVID-19 vaccine can prevent your child from getting COVID-19 and spreading it at home and in school.  If your child gets COVID-19, a COVID-19 vaccine could prevent severe illness.""",1
640,(2/2) .. antibody levels against SARs-CoV-2 following COVID-19 vaccine boosters in adults in the United States during the omicron wave. Moderna-only primary/booster vaccine substantially boosts and maintains high antibody titers over time.,2
641,Live in Jersey like me? The first day of school is right around the corner!  Now is the time to vaccinate your little ones against #COVID-19 to ensure they'll be ready. The @user recommends COVID-19 vaccines for every child 6 months and older.,1
642,Happy to share our recently published paper describing some interesting findings for the design of  more effective vesicular stomatitis virus (VSV)-based COVID-19 vaccine candidates.  http,1
643,@user The updated analysis from your most recent study with BioNTech only shows that your COVID-19 vaccine is 100% effective in making billions in profits,2
644,BREAKING: More than 130 U.S. Coast Guard members filed a class action lawsuit against the Biden administration’s COVID-19 vaccine mandate.  The Coast Guard members had valid religious exemptions which were unlawful denied.  We have to keep fighting.,0
